Time,right_TA,right_RF,right_VM,right_MG,left_TA,left_RF,left_VM,left_MG,Comp Ch 1,Comp Ch 2,Comp Ch 3,Comp Ch 4,Comp Ch 5,Comp Ch 6,Comp Ch 7,Comp Ch 8,Comp Ch 9,Comp Ch 10,Comp Ch 11,Comp Ch 12,Comp Ch 13,Comp Ch 14,Comp Ch 15,Comp Ch 16,mark
6.496,-0.130018,0.235345,0.242317,-0.979233,0.867494,0.114651,1.61893,-1.07943,-0.13133,0.278928,0.247209,-1.00363,0.861415,0.0810491,1.68417,-1.11496,0.00623893,0.061576,0.0986692,-0.709851,0.256304,0.053386,0.155924,-0.369799,
6.497,-0.113784,0.210691,0.22888,-0.524484,0.781625,0.133418,1.74739,-1.06292,-0.137345,0.231638,0.238253,-0.593772,0.782537,0.112429,1.81982,-1.0721,-0.0224635,0.0328202,0.0878808,-0.390704,0.214354,0.0649908,0.223739,-0.331787,
6.498,-0.0939897,0.18467,0.211444,-0.0769513,0.681704,0.144611,1.873,-1.0015,-0.132981,0.190555,0.22256,-0.178349,0.692087,0.14473,1.93635,-0.991765,-0.0402663,0.0103645,0.0720083,-0.0545084,0.160017,0.0782596,0.278078,-0.265612,
6.499,-0.0747922,0.165432,0.208364,0.326564,0.588758,0.138535,1.98399,-0.804546,-0.114973,0.158067,0.219877,0.221649,0.604632,0.164366,2.02648,-0.783984,-0.0453459,-0.00271551,0.0696983,0.252846,0.112922,0.0826244,0.313825,-0.067763,
6.5,-0.0618998,0.153567,0.199198,0.626978,0.549213,0.129657,2.06539,-0.488037,-0.0941544,0.127362,0.211561,0.531988,0.567488,0.175964,2.08763,-0.463603,-0.0468134,-0.0138831,0.0636423,0.478531,0.116695,0.0795196,0.326413,0.234916,
6.501,-0.0615985,0.141021,0.176301,0.818822,0.56365,0.135426,2.11867,-0.18304,-0.0875547,0.0929781,0.19074,0.723994,0.586386,0.189445,2.12975,-0.160644,-0.0631385,-0.0283985,0.0450735,0.581958,0.178906,0.0815622,0.328655,0.523633,
6.502,-0.0551015,0.123696,0.150931,0.957079,0.61084,0.153748,2.15313,-0.0294116,-0.0801528,0.0628431,0.166846,0.850781,0.6428,0.204045,2.15954,-0.0148928,-0.0773931,-0.0386502,0.0253215,0.625884,0.280303,0.0852046,0.324489,0.648366,
6.503,-0.0347834,0.102359,0.130686,1.05765,0.626136,0.167113,2.16981,-0.0734095,-0.0579702,0.0467624,0.144806,0.951136,0.667497,0.209898,2.17041,-0.0732358,-0.0773259,-0.0349728,0.00696689,0.646959,0.350349,0.0827434,0.31068,0.573492,
6.504,0.00651107,0.0770032,0.110029,1.11401,0.554815,0.164018,2.17615,-0.253269,-0.00549896,0.0410424,0.11901,1.04159,0.598674,0.200453,2.16849,-0.272952,-0.0450774,-0.0211752,-0.0135256,0.662939,0.329229,0.0655947,0.290165,0.349311,
6.505,0.0754617,0.0455375,0.0898673,1.12299,0.417089,0.153821,2.16518,-0.450776,0.0830503,0.0311655,0.0935052,1.11463,0.454402,0.182192,2.1546,-0.490748,0.0227663,-0.0119692,-0.0343979,0.670198,0.231038,0.0416448,0.267108,0.113612,
6.506,0.14285,0.0147249,0.0688565,1.10496,0.206194,0.156694,2.13739,-0.71972,0.167517,0.0155433,0.0697681,1.1603,0.232314,0.169236,2.13792,-0.772452,0.0893652,-0.00911797,-0.0522789,0.655403,0.0571212,0.0238552,0.247341,-0.196486,
6.507,0.184905,-0.0117296,0.0472733,1.0522,-0.00506964,0.165817,2.09833,-0.942094,0.214751,0.000433124,0.0478362,1.14403,0.0137785,0.154681,2.12291,-0.990314,0.11826,-0.0063729,-0.0690373,0.589893,-0.116445,0.00593316,0.238291,-0.43393,
6.508,0.206862,-0.0462505,0.0366978,0.973228,-0.19571,0.174543,2.06137,-0.898229,0.231187,-0.0190073,0.0366773,1.07664,-0.177717,0.140992,2.11195,-0.928152,0.120185,-0.0090979,-0.0742059,0.479733,-0.262124,-0.0099646,0.239473,-0.404489,
6.509,0.23465,-0.0916719,0.0434746,0.897619,-0.376105,0.182107,2.02669,-0.747615,0.251762,-0.0442846,0.0407191,1.01018,-0.356366,0.137445,2.09462,-0.761532,0.125717,-0.0183662,-0.0647009,0.381961,-0.398932,-0.014746,0.24269,-0.26107,
6.51,0.266467,-0.138278,0.0573313,0.833117,-0.498546,0.189275,1.99371,-0.541509,0.280906,-0.0748536,0.0509575,0.964321,-0.479498,0.146229,2.06986,-0.546241,0.144275,-0.0345569,-0.0485663,0.312026,-0.481031,-0.00582043,0.244566,-0.0813835,
6.511,0.290086,-0.172011,0.0714763,0.780651,-0.593954,0.19033,1.94987,-0.432301,0.304199,-0.107757,0.063906,0.925805,-0.580675,0.154431,2.03229,-0.431947,0.15666,-0.0537769,-0.029899,0.259582,-0.544968,0.00328094,0.240962,0.00435102,
6.512,0.278736,-0.186524,0.0807592,0.747303,-0.667211,0.186064,1.90216,-0.41729,0.287943,-0.137979,0.0756936,0.877161,-0.660705,0.156189,1.99336,-0.409677,0.13424,-0.0722659,-0.0123078,0.204604,-0.590175,0.00727999,0.241538,-0.0108563,
6.513,0.260669,-0.190681,0.0857406,0.735472,-0.597291,0.182171,1.84814,-0.445161,0.25828,-0.164422,0.0846174,0.814912,-0.594266,0.158201,1.94533,-0.430418,0.0986239,-0.087688,0.00271101,0.14426,-0.492192,0.0123543,0.239444,-0.0679518,
6.514,0.246829,-0.182995,0.0869392,0.73004,-0.400904,0.173626,1.78082,-0.47698,0.231284,-0.174645,0.0878623,0.746299,-0.402204,0.161594,1.8721,-0.462889,0.0700938,-0.0889788,0.0118583,0.0844572,-0.272345,0.0197876,0.2168,-0.139811,
6.515,0.235989,-0.170084,0.0883762,0.714375,-0.212625,0.163943,1.70563,-0.434519,0.214205,-0.174316,0.0888163,0.684413,-0.223785,0.172533,1.77721,-0.431041,0.0523652,-0.0805198,0.0195534,0.0375288,-0.0683994,0.0358857,0.178193,-0.153035,
6.516,0.239106,-0.153449,0.0935139,0.684865,-0.0733017,0.1512,1.62237,-0.306996,0.221303,-0.172123,0.093446,0.634494,-0.0979997,0.182757,1.66884,-0.31851,0.0623765,-0.072076,0.0304567,0.00730935,0.0788464,0.0515892,0.129306,-0.0817158,
6.517,0.256293,-0.140793,0.101051,0.65624,-0.00356983,0.139437,1.53946,-0.243895,0.247165,-0.180058,0.102975,0.595308,-0.0414195,0.18613,1.5666,-0.265909,0.0927424,-0.074672,0.0475544,-0.00783479,0.155589,0.0620223,0.0917743,-0.0814518,
6.518,0.260591,-0.135183,0.112675,0.629848,-0.0142537,0.125045,1.45708,-0.325292,0.257072,-0.194775,0.118589,0.551076,-0.0610118,0.174331,1.47414,-0.347408,0.109665,-0.0855572,0.0701142,-0.0249401,0.152418,0.0568358,0.0655139,-0.205929,
6.519,0.240928,-0.125737,0.118468,0.584874,-0.0721751,0.122655,1.35062,-0.365982,0.238895,-0.193559,0.127083,0.486455,-0.121332,0.166544,1.3614,-0.382631,0.100583,-0.0816334,0.0870978,-0.0594255,0.107897,0.0576702,0.0239261,-0.29699,
6.52,0.211356,-0.113036,0.11489,0.526229,-0.133442,0.14831,1.22104,-0.4306,0.212182,-0.172059,0.122741,0.430039,-0.178659,0.185843,1.22408,-0.450191,0.0843418,-0.0585036,0.0907003,-0.0836435,0.063258,0.0843973,-0.0424263,-0.409145,
6.521,0.180533,-0.102569,0.0982632,0.458278,-0.184276,0.153946,1.12257,-0.378363,0.189969,-0.142393,0.10303,0.399668,-0.220153,0.185489,1.11821,-0.407344,0.0746372,-0.0284763,0.0803403,-0.0796446,0.0342964,0.0936414,-0.0724843,-0.420706,
6.522,0.15169,-0.0926724,0.0726229,0.377082,-0.208631,0.130905,1.08607,-0.172587,0.173194,-0.11391,0.0752511,0.377206,-0.22978,0.153304,1.08097,-0.207914,0.0707426,-0.000247312,0.0616045,-0.0670088,0.034924,0.0694464,-0.0357589,-0.267447,
6.523,0.119098,-0.0882885,0.039405,0.290015,-0.216276,0.0854468,1.0186,0.0575289,0.149034,-0.096188,0.0425516,0.340834,-0.218344,0.0916752,1.02337,0.0269048,0.0610713,0.0159483,0.0387764,-0.0666966,0.0567895,0.0178874,-0.0146981,-0.0811634,
6.524,0.0842361,-0.0915019,0.00417317,0.214133,-0.226404,0.0522233,0.913331,0.298157,0.114468,-0.0865884,0.00911046,0.291176,-0.208051,0.0376601,0.9372,0.282253,0.0406364,0.023696,0.0153204,-0.0790522,0.075961,-0.0278937,-0.0252857,0.128611,
6.525,0.0420335,-0.0898725,-0.0339191,0.146342,-0.232854,0.0418618,0.798018,0.498251,0.0666461,-0.0669467,-0.0286631,0.233838,-0.197248,0.00972318,0.84078,0.493036,0.00775136,0.0402638,-0.0124822,-0.0977085,0.0959032,-0.0459638,-0.0415928,0.300998,
6.526,-0.00613219,-0.0961047,-0.0642311,0.121476,-0.24735,0.0314437,0.704499,0.687804,0.0130948,-0.0528399,-0.0608061,0.222096,-0.202008,-0.00793222,0.75714,0.679364,-0.0317936,0.0510759,-0.0341539,-0.0701648,0.0991285,-0.0555597,-0.0493819,0.44545,
6.527,-0.0526386,-0.114694,-0.0769391,0.15289,-0.277793,0.0118514,0.630989,0.906861,-0.0356326,-0.0584915,-0.075702,0.270832,-0.231073,-0.0239542,0.684705,0.885246,-0.0666766,0.0411272,-0.0395341,0.0194832,0.0780608,-0.0624005,-0.0415338,0.624763,
6.528,-0.0873709,-0.12815,-0.0821528,0.175075,-0.307464,-0.0183097,0.558086,1.10246,-0.0726268,-0.0737826,-0.0813769,0.29556,-0.265564,-0.0460618,0.611795,1.07174,-0.0912327,0.0213158,-0.0349307,0.0860476,0.0503398,-0.0769667,-0.0395214,0.775957,
6.529,-0.107373,-0.129944,-0.085811,0.185501,-0.342501,-0.0495135,0.516552,1.19865,-0.0998278,-0.0901335,-0.0835366,0.277434,-0.30979,-0.0704941,0.574031,1.17395,-0.106884,-0.000322184,-0.028488,0.11198,0.012069,-0.0932347,0.00217131,0.863331,
6.53,-0.11731,-0.123053,-0.0987109,0.231684,-0.386003,-0.0678675,0.51917,1.16552,-0.121899,-0.101033,-0.0952347,0.268792,-0.366041,-0.0827522,0.578287,1.15857,-0.119233,-0.0168383,-0.0308559,0.148156,-0.0397454,-0.0988329,0.0792755,0.822345,
6.531,-0.12482,-0.114365,-0.118029,0.306061,-0.433476,-0.0770881,0.456123,0.974896,-0.140704,-0.106187,-0.115694,0.285301,-0.42959,-0.08171,0.50529,0.983782,-0.129616,-0.0281782,-0.0440459,0.212051,-0.100739,-0.0909279,0.0840644,0.643514,
6.532,-0.137218,-0.106295,-0.143391,0.356508,-0.458319,-0.0719577,0.328313,0.752687,-0.157824,-0.109445,-0.144263,0.296742,-0.472511,-0.0601016,0.35731,0.769097,-0.140705,-0.0380004,-0.0649578,0.271098,-0.142938,-0.0638916,0.00612626,0.414449,
6.533,-0.14659,-0.0938359,-0.155999,0.371603,-0.452682,-0.0629824,0.202294,0.337794,-0.165397,-0.111813,-0.159542,0.294224,-0.484232,-0.033962,0.209911,0.358559,-0.143575,-0.0473459,-0.0746744,0.318909,-0.156979,-0.0322942,-0.0660682,0.00818745,
6.534,-0.143301,-0.0812135,-0.161016,0.365888,-0.461071,-0.0507488,0.132599,-0.0476019,-0.159163,-0.118719,-0.165041,0.277689,-0.505575,-0.0122499,0.125408,-0.00750289,-0.135613,-0.0615668,-0.0747622,0.35198,-0.182689,-0.00655689,-0.0843223,-0.361397,
6.535,-0.129792,-0.0692415,-0.163658,0.255722,-0.489832,-0.0223327,0.105527,-0.17607,-0.145698,-0.123344,-0.16642,0.153425,-0.539495,0.014342,0.0908897,-0.103559,-0.121253,-0.0739074,-0.0725631,0.279873,-0.225056,0.024144,-0.0475195,-0.448363,
6.536,-0.108252,-0.0550755,-0.157107,0.045074,-0.501027,0.0120008,0.0685251,-0.12164,-0.125217,-0.113371,-0.158998,-0.0625793,-0.548584,0.0393942,0.0499226,-0.0251573,-0.103329,-0.0718382,-0.0622622,0.11397,-0.244835,0.0517347,-0.0266167,-0.365845,
6.537,-0.0919853,-0.0398302,-0.151156,-0.177394,-0.486197,0.0164178,-0.0370577,0.0580851,-0.10587,-0.0882726,-0.154309,-0.262535,-0.528239,0.034217,-0.058852,0.155793,-0.0867304,-0.0551606,-0.0560591,-0.0346083,-0.23991,0.0494689,-0.0689594,-0.174144,
6.538,-0.0711575,-0.022354,-0.147153,-0.379045,-0.468754,0.00706499,-0.142099,0.195434,-0.0758695,-0.0543928,-0.152647,-0.411992,-0.503729,0.0183304,-0.164236,0.273096,-0.0633452,-0.0295634,-0.0538272,-0.136907,-0.233086,0.0346029,-0.117161,-0.0479163,
6.539,-0.0451288,-0.00664017,-0.137034,-0.559511,-0.446926,0.00718619,-0.237322,0.231984,-0.039384,-0.0244018,-0.143613,-0.529761,-0.471457,0.0108722,-0.255216,0.283112,-0.0329265,-0.00850771,-0.0453054,-0.207373,-0.222999,0.0290604,-0.147864,-0.0268161,
6.54,-0.0190737,0.00388655,-0.120988,-0.686009,-0.419946,0.00555408,-0.316204,0.239409,-0.00804411,-0.0030695,-0.126627,-0.606803,-0.429762,-0.00415096,-0.323961,0.266396,-0.0114812,0.00446231,-0.0298551,-0.243329,-0.205782,0.0135837,-0.164627,-0.0325667,
6.541,0.00396058,0.0176476,-0.108446,-0.73214,-0.386485,-0.000406779,-0.406544,0.231543,0.0137333,0.0232645,-0.112496,-0.626694,-0.380194,-0.0264243,-0.400181,0.231449,0.00153981,0.0215723,-0.0180996,-0.223777,-0.184669,-0.00748787,-0.1877,-0.0585366,
6.542,0.0284508,0.032659,-0.0982975,-0.736062,-0.34122,-0.011454,-0.480443,0.215478,0.0349439,0.0556711,-0.101844,-0.620277,-0.322743,-0.0482172,-0.459948,0.180152,0.0105564,0.0457515,-0.0106497,-0.185944,-0.157792,-0.0310409,-0.20101,-0.0993691,
6.543,0.0476128,0.0422361,-0.0881482,-0.774941,-0.257709,-0.0416594,-0.511154,0.200942,0.0534809,0.0828348,-0.0926827,-0.653805,-0.234576,-0.0779064,-0.481561,0.128869,0.0182585,0.0636815,-0.00531964,-0.191689,-0.103153,-0.0601379,-0.17717,-0.145135,
6.544,0.0705142,0.044206,-0.0794815,-0.856852,-0.155325,-0.0562114,-0.529833,0.210483,0.0782398,0.0937232,-0.0850871,-0.73664,-0.134926,-0.0829328,-0.498331,0.115648,0.0295304,0.0667888,-0.00206981,-0.256037,-0.0386785,-0.0679666,-0.153345,-0.150727,
6.545,0.0822592,0.0473889,-0.0678963,-0.955055,-0.0715042,-0.0457916,-0.54784,0.217256,0.0894264,0.0927211,-0.0729451,-0.856183,-0.0573589,-0.062462,-0.518839,0.123412,0.0284255,0.0570022,0.00521986,-0.362827,0.00201214,-0.0475907,-0.136124,-0.141271,
6.546,0.0906518,0.0480372,-0.0560054,-1.01516,0.00343885,-0.0408484,-0.562207,0.217995,0.0920396,0.0802409,-0.0589921,-0.966376,0.011033,-0.0516412,-0.537555,0.144967,0.0172494,0.0375114,0.0140716,-0.469677,0.0327607,-0.0401336,-0.120323,-0.114813,
6.547,0.105275,0.0514454,-0.0460657,-1.01966,0.0828637,-0.0470274,-0.573235,0.21702,0.0981196,0.0701063,-0.0471366,-1.03824,0.0821638,-0.0521927,-0.555789,0.170927,0.010223,0.0194293,0.0205856,-0.545982,0.0655588,-0.0416141,-0.108087,-0.0892889,
6.548,0.122288,0.0586078,-0.0421351,-0.956078,0.178221,-0.042167,-0.578376,0.209565,0.109407,0.0672289,-0.0428257,-1.03427,0.164922,-0.0364746,-0.573417,0.187034,0.00818649,0.0105502,0.01939,-0.554682,0.110231,-0.0293766,-0.0971637,-0.0695565,
6.549,0.134808,0.0710549,-0.0363177,-0.853928,0.266615,-0.042698,-0.576186,0.218504,0.122265,0.0699008,-0.0377254,-0.96789,0.237752,-0.0223812,-0.588676,0.218761,0.00769965,0.00645741,0.0191282,-0.510333,0.145004,-0.0173691,-0.0884668,-0.0380959,
6.55,0.146859,0.0836793,-0.0310435,-0.774439,0.320564,-0.0223456,-0.570444,0.201056,0.138442,0.0684602,-0.0328619,-0.904322,0.279611,0.00929909,-0.60079,0.229913,0.0115316,0.000317343,0.018248,-0.474631,0.150196,0.0111666,-0.0778,-0.0238357,
6.551,0.171828,0.0998678,-0.0404453,-0.717761,0.354928,0.000959583,-0.564436,0.190019,0.166209,0.0679329,-0.0413404,-0.857062,0.311308,0.0335767,-0.607369,0.253385,0.0262215,-0.00543474,0.00473911,-0.464953,0.145774,0.0320986,-0.0659144,0.00233945,
6.552,0.192081,0.11471,-0.0468144,-0.632828,0.383372,0.0124434,-0.576582,0.151255,0.18572,0.0709788,-0.045723,-0.779886,0.345772,0.0369792,-0.624624,0.242144,0.0346496,-0.00558961,-0.0054096,-0.428855,0.1463,0.0329493,-0.0655198,-0.00441506,
6.553,0.192459,0.126105,-0.0469603,-0.492906,0.404966,0.0136447,-0.600626,0.107324,0.18556,0.0820411,-0.044865,-0.635873,0.376854,0.0285166,-0.648001,0.206251,0.0222267,0.00189894,-0.00907779,-0.334083,0.144497,0.0199681,-0.074794,-0.0314631,
6.554,0.184866,0.132272,-0.0367724,-0.35837,0.409747,0.00881205,-0.616189,0.101804,0.182425,0.0982244,-0.0356213,-0.471756,0.391359,0.0175175,-0.66026,0.187572,0.00940229,0.0164678,-0.00550671,-0.221062,0.128736,0.00693646,-0.0738005,-0.0435415,
6.555,0.188138,0.134552,-0.017047,-0.255726,0.404153,0.0314164,-0.618526,0.166956,0.194497,0.113673,-0.0177618,-0.313724,0.39741,0.0355305,-0.6575,0.228128,0.0103814,0.0301004,0.00834851,-0.118102,0.106194,0.0195507,-0.0603593,0.0118684,
6.556,0.192188,0.132714,-0.00273332,-0.171437,0.382483,0.0420392,-0.619252,0.395129,0.205946,0.122503,-0.00445475,-0.167559,0.391897,0.0372272,-0.649072,0.431061,0.013438,0.0389576,0.0162717,-0.02869,0.0746048,0.0194683,-0.0423229,0.223527,
6.557,0.208156,0.128723,0.0131694,-0.0915716,0.357683,0.0493246,-0.619879,0.698624,0.223858,0.127724,0.0120441,-0.0425577,0.386678,0.0315029,-0.63483,0.708032,0.0217628,0.0441124,0.0291895,0.0418872,0.0457719,0.00806323,-0.0202287,0.520357,
6.558,0.220027,0.122165,0.0288819,0.0121852,0.348733,0.0515376,-0.61817,0.997588,0.233119,0.13348,0.0282932,0.0831978,0.3946,0.022543,-0.615579,0.974975,0.0239235,0.0514113,0.0405617,0.109872,0.0320834,-0.00276718,0.00546818,0.79823,
6.559,0.21049,0.112706,0.0372,0.155488,0.358389,0.045809,-0.611505,1.17569,0.221381,0.140265,0.035435,0.23672,0.41208,0.013944,-0.595003,1.11525,0.00442187,0.0597578,0.0444461,0.215216,0.031244,-0.0168321,0.0315725,0.96075,
6.56,0.203783,0.0993785,0.027727,0.350737,0.381071,0.0368222,-0.607586,1.15354,0.215918,0.141305,0.0236337,0.441833,0.432735,0.0109899,-0.58507,1.05955,-0.00680659,0.0636356,0.0285969,0.366102,0.0349558,-0.0221267,0.0453158,0.918569,
6.561,0.231394,0.0898869,-0.0423459,0.637152,0.389879,0.041394,-0.612319,0.856646,0.24504,0.136929,-0.0475066,0.733065,0.434018,0.0248856,-0.59045,0.747908,0.0165273,0.0623242,-0.0455074,0.619156,0.0232733,-0.0131425,0.0432983,0.629341,
6.562,0.274806,0.0745438,-0.0896269,0.8344,0.390805,0.0476872,-0.61725,0.235359,0.284864,0.115565,-0.0919112,0.913052,0.426484,0.037981,-0.59856,0.140012,0.0519998,0.044878,-0.0929281,0.752751,0.00375787,-0.00304045,0.0363721,0.037594,
6.563,0.300202,0.057101,-0.0622767,0.788509,0.40608,0.0461883,-0.625717,-0.519148,0.301666,0.0866279,-0.0607114,0.82505,0.431796,0.0412721,-0.611086,-0.574182,0.0651853,0.0203203,-0.0645881,0.639122,0.00147105,-0.00401136,0.0246792,-0.657628,
6.564,0.30055,0.0478993,-0.0176011,0.794032,0.450475,0.0393967,-0.636309,-0.904243,0.294251,0.0669926,-0.0152213,0.781308,0.461148,0.0419455,-0.628471,-0.905506,0.0551407,0.00535677,-0.0210638,0.560349,0.0240962,-0.00696344,0.00574363,-0.973664,
6.565,0.293393,0.0409015,0.033827,0.789745,0.49749,0.0323479,-0.651332,-1.07655,0.284942,0.051479,0.0352495,0.734643,0.487913,0.0467974,-0.655319,-1.03071,0.0445286,-0.00481834,0.0269163,0.499681,0.0485915,-0.00587019,-0.0230856,-1.08713,
6.566,0.286111,0.0393902,0.0629878,0.767617,0.539834,0.035761,-0.668468,-1.21106,0.279877,0.0396348,0.0640703,0.689582,0.511357,0.0620753,-0.68782,-1.12101,0.0387583,-0.0115036,0.0550377,0.431929,0.071027,0.00527804,-0.0600637,-1.1648,
6.567,0.269486,0.0440212,0.0585148,0.75418,0.579044,0.0431938,-0.689954,-0.937426,0.265253,0.0296323,0.0608486,0.672332,0.540191,0.0744838,-0.723069,-0.798743,0.0251239,-0.015514,0.0499864,0.41034,0.103006,0.0141236,-0.100584,-0.838054,
6.568,0.254786,0.0475112,0.0555522,0.698539,0.603706,0.0526006,-0.711995,-0.497699,0.250453,0.0177261,0.0589581,0.622196,0.564484,0.080051,-0.752517,-0.329865,0.0117106,-0.0219504,0.0486545,0.349194,0.132235,0.0153153,-0.137697,-0.361066,
6.569,0.255958,0.0478442,0.060274,0.533842,0.610482,0.06149,-0.722811,-0.18634,0.251749,0.00921134,0.0616277,0.468207,0.577019,0.0806611,-0.764078,-0.0283535,0.0162276,-0.0242313,0.050427,0.197659,0.153498,0.0122901,-0.15815,-0.0603846,
6.57,0.268585,0.0433101,0.0495946,0.305496,0.600182,0.0606322,-0.715171,0.0153054,0.268162,0.00624315,0.0464626,0.261978,0.574418,0.0727248,-0.754096,0.125513,0.0361914,-0.021673,0.0369864,-0.0104001,0.161798,-9.17e-06,-0.1592,0.0972519,
6.571,0.272462,0.0275194,0.039891,0.0447418,0.576489,0.0556198,-0.699304,0.110748,0.279851,-0.00066564,0.0342341,0.0395137,0.56048,0.0631047,-0.735635,0.14938,0.0532048,-0.0225043,0.0250215,-0.226809,0.162217,-0.0134663,-0.15328,0.117665,
6.572,0.265129,0.0127807,0.033933,-0.19847,0.56183,0.0612262,-0.678425,0.220805,0.280736,-0.00533486,0.0298304,-0.15387,0.5608,0.0628437,-0.710754,0.185282,0.0598658,-0.0217833,0.0232962,-0.416732,0.179136,-0.0179392,-0.142547,0.153158,
6.573,0.256613,-0.00447661,0.0404528,-0.345764,0.525145,0.0766328,-0.646855,0.434543,0.276176,-0.0144906,0.0400763,-0.254117,0.544585,0.067928,-0.671144,0.335002,0.0626515,-0.0253447,0.0350536,-0.510152,0.182856,-0.0169674,-0.119026,0.298673,
6.574,0.252021,-0.0223375,0.0470266,-0.384938,0.459709,0.0946577,-0.609708,0.5238,0.270155,-0.0236031,0.0486183,-0.263896,0.501196,0.0738853,-0.622254,0.372805,0.0644435,-0.0294097,0.0470221,-0.515275,0.161302,-0.0148792,-0.0872385,0.333491,
6.575,0.242254,-0.0306449,0.0309026,-0.261777,0.412424,0.111216,-0.567915,0.330581,0.257027,-0.019109,0.0315879,-0.132914,0.470627,0.0832618,-0.568944,0.147735,0.0603772,-0.0200534,0.0328184,-0.378794,0.155823,-0.00970277,-0.0531316,0.105805,
6.576,0.219525,-0.0306444,0.0158953,-0.0514503,0.364045,0.119253,-0.525155,0.00181399,0.233143,-0.00407599,0.0156905,0.0672049,0.428134,0.0927038,-0.519427,-0.184246,0.0460569,-0.000604801,0.0209129,-0.175911,0.139569,-0.0036308,-0.0231302,-0.228497,
6.577,0.188575,-0.0241896,0.0104734,0.0670941,0.302258,0.119135,-0.483205,-0.0696441,0.203294,0.0131613,0.0116455,0.163446,0.36353,0.099873,-0.476539,-0.229954,0.026704,0.0206194,0.0208123,-0.0761947,0.104462,-0.000498215,-0.00191448,-0.274972,
6.578,0.163488,-0.0228544,-0.0107325,0.118967,0.238552,0.117625,-0.440052,0.305839,0.177573,0.0157018,-0.00637929,0.18397,0.293839,0.105638,-0.43558,0.189138,0.0119224,0.0267737,0.00709636,-0.0555924,0.064613,0.00251904,0.0176106,0.144177,
6.579,0.151396,-0.0266483,-0.0361459,0.137001,0.160898,0.119856,-0.396819,0.701752,0.16002,0.00461606,-0.0287998,0.156796,0.208795,0.112434,-0.394792,0.637386,0.00591323,0.0188234,-0.0104985,-0.0808553,0.0124545,0.00578461,0.034894,0.592996,
6.58,0.140622,-0.0298663,-0.0522034,0.172439,0.0838683,0.122421,-0.358735,0.801303,0.140958,-0.0088035,-0.0444983,0.134087,0.120519,0.119679,-0.359373,0.803903,-0.00125456,0.00806267,-0.0218196,-0.105702,-0.0432837,0.0110619,0.0475818,0.765549,
6.581,0.118969,-0.0360982,-0.0543808,0.221098,0.0164947,0.126633,-0.320352,0.808756,0.113744,-0.0240297,-0.0490613,0.125237,0.0351209,0.132762,-0.326003,0.889753,-0.0161752,-0.00488712,-0.0212623,-0.113291,-0.0937106,0.0214212,0.0563599,0.853209,
6.582,0.0951589,-0.0427411,-0.0551896,0.260114,-0.0115423,0.125104,-0.286907,0.785428,0.0901654,-0.0390254,-0.0525915,0.127114,-0.0154064,0.143456,-0.301079,0.927231,-0.0273007,-0.0182509,-0.0205572,-0.114487,-0.110044,0.0309864,0.0576003,0.902689,
6.583,0.0795656,-0.04684,-0.0661352,0.305286,-0.0316784,0.124981,-0.255791,0.476936,0.07766,-0.0539394,-0.0642356,0.165321,-0.0559908,0.153132,-0.279426,0.641239,-0.0271661,-0.0316908,-0.0272978,-0.07471,-0.114901,0.039097,0.0540989,0.618903,
6.584,0.0668868,-0.0494063,-0.0715332,0.365199,-0.0462714,0.12674,-0.231831,-0.100258,0.0658333,-0.0700454,-0.0687883,0.240589,-0.0821502,0.156758,-0.261607,0.0627906,-0.026401,-0.0471491,-0.0277972,-0.000775926,-0.106085,0.0425512,0.0474369,0.0568607,
6.585,0.052537,-0.0513294,-0.0649997,0.427967,-0.029759,0.130066,-0.216296,-0.724714,0.0491716,-0.08359,-0.0630554,0.326956,-0.0681497,0.154544,-0.246534,-0.563582,-0.0304212,-0.0599533,-0.0179449,0.0903651,-0.0567499,0.040211,0.0370676,-0.56856,
6.586,0.0446257,-0.0477106,-0.0475156,0.490397,-0.0312449,0.133255,-0.204542,-1.16677,0.039765,-0.0840986,-0.0496247,0.416611,-0.0689132,0.150327,-0.231059,-1.00592,-0.0274109,-0.0607085,-0.000759082,0.183228,-0.0226867,0.0368349,0.0273196,-0.994244,
6.587,0.0380426,-0.0386288,-0.0398654,0.545469,-0.0546198,0.134131,-0.193241,-1.02382,0.0361619,-0.0706957,-0.0471519,0.5087,-0.0907105,0.146286,-0.215125,-0.880108,-0.0186725,-0.0473092,0.00457074,0.285343,-0.0104978,0.0343039,0.0175818,-0.870352,
6.588,0.0227067,-0.0249102,-0.0456998,0.647396,-0.0846188,0.137921,-0.186614,-0.64556,0.0274456,-0.048383,-0.0552638,0.661953,-0.115887,0.146528,-0.204224,-0.558583,-0.015438,-0.0259988,-9.66e-05,0.44777,-0.00185656,0.0364129,0.00258414,-0.537076,
6.589,0.00701736,-0.0151044,-0.0680511,0.758146,-0.137784,0.141313,-0.177631,-0.36591,0.0173625,-0.0304724,-0.075884,0.82801,-0.157419,0.14334,-0.189519,-0.358974,-0.0137621,-0.0087526,-0.0192547,0.630081,-0.0112804,0.0364063,-0.00866497,-0.341629,
6.59,0.00671581,-0.0130044,-0.0881273,0.769029,-0.192015,0.138614,-0.168756,-0.206149,0.0176841,-0.0213478,-0.0927782,0.880584,-0.192784,0.129855,-0.171899,-0.269123,-0.00219014,-0.00112984,-0.0333271,0.698942,-0.0146642,0.0259119,-0.0174985,-0.246259,
